N° de la FEB,fr1,fr2,ar1,ar2,bg1,bg2,chi1,chi2,cs1,cs2,da1,da2,de1,de2,el1,el2,en1,en2,es1,es2,es_XL1,es_XL2,et1,et2,fa_IR1,fa_IR2,fi1,fi2,he1,he2,hi1,hi2,hr1,hr2,hu1,hu2,id1,id2,it1,it2,ja1,ja2,ko1,ko2,lt1,lt2,lv1,lv2,nl_NL1,nl_NL2,no1,no2,pl1,pl2,pt_BR1,pt_BR2,pt_PT1,pt_PT2,ro1,ro2,ru1,ru2,sk1,sk2,sl1,sl2,sq1,sq2,sr1,sr2,sv1,sv2,tr1,tr2,uk1,uk2,vi1,vi2
70107_1,Blocage auto des,portes activé,قفل الباب تلقائي,تم تشغيله,Авт.заключване,врати включено,车门自动上锁,开启,Auto. zamykání,dveří aktivní,Aut. dørlåsning,aktiveret,Autom. Türver-,riegelung ein,Αυτόμ. κλείδωμα,θυρών: Ενεργό,Auto Door Lock,ON,Bloqueo automát.,puertas activado,Cierre autom.,puertas activado,Automaatne,ukselukk sees,قفل خودکار در,روشن,Autom.ovilukitus,päällä,נעילת דלת אוט',מופעלת,ऑटो द्वार लॉक,ऑन,Auto zaključ.,vrata aktivno,Autom. ajtózárás,aktív,Kunci Pintu Auto,NYALA,Blocco porte,attivato,オートドアロック,ON,오토도어록이,작동되었습니다,Aut. užr.,įjungtas,Ieslēgta autom.,durvju bloķēš.,Automatische,portiervergr.aan,Autom.dørlås,På,Blokowanie auto.,zamków włączone,Travamento auto.,portas ativado,Fecho automát.,portas ativado,Blocare automată,portiere pornită,Авто запирание,дверей включено,Auto zamykanie,aktívne,Samodejni zaklep,vrat vklop,Bllokimi auto.,i der,Automatsko zaklj,uključeno,Automatisk,dörrlåsning PÅ,Kapı oto. kilit.,devrede,Авт. замок,дверей увімк.,Khóa Cửa Tự động,BẬT
70107_3,Blocage auto des,portes désactivé,قفل الباب تلقائي,تم إيقاف تشغيله,Авт.заключване,врати изключено,车门自动上锁,关闭,Auto. zamykání,dveří neaktivní,Aut. dørlåsning,deaktiveret,Autom. Türver-,riegelung aus,Αυτόμ. κλείδωμα,θυρών: Ανενεργό,Auto Door Lock,OFF,Bloqueo puertas,autom. desact.,Cierre autom.,puertas desactiv,Automaatne,ukselukk väljas,قفل خودکار در,خاموش,Autom.ovilukitus,pois päältä,נעילת דלת אוט',מבוטלת,ऑटो द्वार लॉक,ऑफ,Auto zaključ.,vrata neaktivno,Autom. ajtózárás,kikapcsolva,Kunci Pintu Auto,MATI,Blocco porte,disattivato,オートドアロック,OFF,오토도어록이,해제되었습니다,Aut. užr.,išjungtas,Izslēgta autom.,durvju bloķēš.,Automatische,portiervergr.uit,Autom.dørlås,Av,Blokowanie auto.,zamków wyłączone,Travamento auto.,portas desativ.,Fecho auto por-,tas desativado,Blocare automată,portiere oprită,Авто запирание,дверей выключено,Auto zamykanie,neaktívne,Samodejni zaklep,vrat izklop,Bllokimi auto.,i der,Automatsko zaklj,isključeno,Automatisk,dörrlåsning AV,Kapı oto. kilit.,devre dışı,Авт. замок,дверей вимк.,Khóa Cửa Tự động,TẮT
70108_1,Verrouillage,silencieux,قفل صامت,,безшумно,заключване,静音落锁,,Tiché zamykání,,Lydløs lås,,Leise,Verriegelung,Αθόρυβο κλείδωμα,,Silent Lock,,Bloqueo,silencioso,Cierre,Silencioso,Vaiklukustus,,قفل بیصدا,,Hiljainen,lukitus,נעילה שקטה,,छिपा हुआ ताला,,Tiho,zaključavanje,Csendes,lezárás,Kunci senyap,,Bloccaggio,silenzioso,アンサーバック,サイレントモード,무음 모드,,Begarsis,užrakinimas,Klusa,aizslēgšanās,Stille,vergrendeling,Stille låsing,,Blokowanie,wyciszone,Travamento,silencioso,Trancamento,silencioso,Încuiere,silențioasă,беззвучная,блокировка,Zamknutie,bez zvuku,Tiho zaklepanje,,kyçje e heshtur,,Tiho,zaključavanje,Handsfree,låsning,Sessiz,kilitleme,Тихе замикання,,Khóa êm,
70108_2,Déverrouillage,à l'approche,فتح بالتقرب,,отключване при,доближаване,靠近以解锁,,Odemknutí při,přístupu,Oplåsning ved,tilnærmelse,Entriegeln beim,Annähern,Ξεκλείδωμα κατά,την προσέγγιση,Approaching,unlock,Desbloqueo,al aproximarse,Desbloqueo,al acercarse,Lähenemisel,avamine,نزدیک شدن,بازشدن,Lukituksen avaus,lähestyttäessä,מתקרב,שחרור נעילה,निकट,अनलॉक,Otključavanje,približavanjem,Nyitás,megközelítéskor,Buka kunci,dekat,Apertura porte,in avvicinamento,車に近付く,ロック解除,스마트키 감지,잠금 해제,Artėjimo,atidarymas,Tuvojoties,atslēgt,Ontgrendeling,bij het naderen,Opplåsnings,modus,Zbliżanie,odblokuj,Destravamento,próximo,Destrancamento,por aproximação,Deblocare,la apropiere,Открывать при,приближении,Automatické,odomknutie,Odklepanje s,pribljiževanjem,Hapja,pa duar,Otključavanje,približavanjem,Upplåsning vid,tillnärmning,Yaklaşarak,kilit açma,Відкриття,при наближенні,Đang tiếp cận,mở khóa
70110_5,Ouvrir / Fermer,en automatique,فتح / غلق,تلقائى,отвори/затвори,автоматично,开启/关闭,自动落锁功能,Otevřít / Zavřít,automaticky,Åben/Luk,Automatisk,Automatisches,Öffnen/Schließen,Άνοιγμα/κλείσιμο,αυτόματα,Lock / Unlock,automatically,Apertura/Cierre,automático,Abrir / Cerrar,Automaticamente,Ava / Sulge,automaatselt,باز/ بسته,اتوماتيک,Automaattinen,lukitus,פתיחה / סגירה,אוטומטית,स्वत:,खोलें/बंद करें,Otključ/zaključ,automatski,Nyitás / zárás,auto módban,Buka / Tutup,Otomotis,Aprire/chiudere,automaticamente,ロック/ロック解除,オート制御,차량 자동잠금,해제 및 잠금,Atid. / Uždar.,automatiškai,Atvērt / Aizvērt,automātiski,Openen / Sluiten,automatisch,Automatisk,åpning/lukking,Otwórz / Zamknij,automatycznie,Abrir / Fechar,automaticamente,Tranc./destranc.,em automático,Desch. / înch.,automată,Откр. / Закр.,автоматически,Otvoriť/zatvoriť,automaticky,Odkleni/Zakleni,samodejno,Mbyllja/Hapja,automatikisht,Otključ/zaključ,automatski,Låsa/Upplåsning,automatiskt,Otomatik,Açma / Kapama,Автоматичне,відкрив/закрив,Mở / Đóng,tự động
70110_6,Verrouillage,à l'éloignement,قفل بالمسافة,,дистанционно,заключване,远离并锁定,,Uzamčení při,vzdálení,Låsning ved,fjernelse,Verriegeln beim,Entfernen,Κλείδωμα κατά,την απομάκρυνση,Distance lock,,Bloqueo,por alejamiento,Cierre a,distancia,Kaugavamine,,قفل مسافت اتومات,,Lukitusetäisyys,,נעילה מרחוק,,डिस्टेंस लॉक,,Zaključavanje,udaljavanjem,Lezárás,távolodáskor,Kunci berjarak,,Chiusura porte,in allontanament,自動ロック,,자동 잠김,,Uždarymo,atstum.,Attāluma,slēgšana,Vergrendeling,bij weglopen,Avstans,låsning,Oddalanie,zablokuj,Travamento,distante,Trancamento,por afastamento,Blocare,la îndepărtare,Закрыть при,удалении от авто,Automatické,zamknutie,Zaklepanje z,oddaljevanjem,Bllokim distancë,,Zaključavanje,udaljavanjem,Handsfree-,låsning PÅ,Uzaklaşarak,kilitleme,Закриття,при віддаленні,Khóa khoảng cách,
70112_1,Déploiement auto,rétroviseurs,طى المرايات,تلقائى,огледала,автом. събиране,后视镜,自动折叠,Auto. sklápění,zrcátek,Spejle,foldes autom.,Autom.Einklappen,Außenspiegel,Αυτόμ. ανάκλιση,καθρεφτών,Mirrors,auto folding,Abatim. autom.,retrovisores,Cerrar automat.,espejos,Peeglid,Autom. kokku,آيينه ها,تاشو اتوماتيک,Automaattinen,peilien taitto,מראות,מתקפלות חשמלית,दर्पणों का,ऑटो फाउंडिंग,Autom.zaklapanje,retrovizora,Tükrök automata,behajtása,Spion Terlipat,Otomatis,Chiusura autom.,retrovisori,ドアミラー,自動格納,아웃사이드 미러,자동 접힘 기능,Veidrodėliai,autom. užlenk.,Spoguļi,auto nolocīšana,Auto. inklappen,buitenspiegels,Auto innfelling,speiler,Automatyczne,skład. lusterek,Rebater autom.,os retrovisores,Ativação auto.,retrovisores,Rabatare oglinzi,automată,Автоскладывание,зеркал,Auto. sklápanie,zrkadiel,Samodejno,zlaganje ogledal,Pasqyret,automatike,Retrovizori,autom.sklapanje,Backspeglar,auto infällning,Y.Dikiz aynaları,otomatik mod,Автоскладання,дзеркал,Gương,tự gập
70114_1,Vitres arrière,verrouillées,النافذة الخلفية,مقفلة,Задни електр.,стъкла блокирани,后排电动车窗,已锁定,Zadní ovládání,oken neaktivní,Elruder bagi,låst,HINTERE FENSTER,VERRIEGELT,Πίσω ηλεκτρικά,παράθ. απενεργ.,Rear Electric,Windows Locked,Elevalunas tras.,bloqueados,Ventanas elec.,traseras bloqu.,Tag. elektril.,aknad lukustatud,پنجره‌های,الکتریکی عقب،قفل,Takasähköikkunat,lukittu,חלונות חשמל,אחוריים נעולים,पिछले इलेक्ट्रिक,खिड़कियां बंद,Stražnji prozori,blokirano,Hátsó ablakok,letiltva,Jendela Listrik,Belakang Dikunci,Vetri posteriori,bloccati,リヤパワー,ウィンドウロック,뒷좌석 파워,윈도우 잠금,El. galiniai,langai užbl.,Bloķēti aizmug.,elektriskie logi,Zijruiten achter,vergrendeld,Bakre elektriske,vinduer låst,Szyby tylne,zablokowane,Vidros traseiros,bloqueados,Vidros traseiros,trancados,Geamuri electr.,spate blocate,Задние окна,заблокированы,Zadné ovládanie,okien neaktívne,Stekla zadaj,zaklep,Dritaret elektr.,prapa bllokuar,Zadnji elektr.,prozori zaklj.,Elfönsterhiss,bak låst,Arka camlar,kilitli,Задні вікна,заблоковано,Cửa sổ Điện,Phía sau Khóa
70114_2,Vitres arrière,déverrouillées,النافذة الخلفية,مفتوحة,Задни ел.стъкла,отблокирани,后排电动车窗,已解锁,Zadní ovládání,oken aktivní,Elruder bagi,låst op,HINTERE FENSTER,entriegelt,Πίσω ηλεκτρικά,παράθ. ενεργοπ.,Rear Electric,Windows Unlocked,Elevalunas tras.,desbloqueados,Ventanas elec.,tras. Desbloq.,Tag. elektril.,aknad pole lukus,پنجره‌های,الکتریکی عقب،باز,Takasähköikkunat,ei lukittu,חלונות חשמל,אחוריים לא נעולי,पिछले इलेक्ट्रिक,खिड़कियां खुला,Stražnji prozori,aktivno,Hátsó ablakok,feloldva,Jendela Listrik,Belakang Dibuka,Vetri posteriori,sbloccati,ﾘﾔﾊﾟﾜｰｳｨﾝﾄﾞ,ロック解除,뒷좌석 파워,윈도우 잠금해제,El. galiniai,langai atbl.,Atbloķēti aizm.,elektriskie logi,Zijruiten achter,ontgrendeld,Bakre elektriske,vinduer ulåst,Szyby tylne,odblokowane,Vidros traseiros,desbloqueados,Vidros traseiros,destrancados,Geamuri electr.,spate deblocate,Задние окна,разблокированы,Zadné ovládanie,okien aktívne,Stekla zadaj,odklep,Dritaret elektr.,prapa zhbllokuar,Zadnji elektr.,prozori otklj.,Elfönsterhiss,bak upplåst,Arka camlar,kilitli değil,Задні вікна,розблоковано,Cửa sổ Điện,Phía sau Mở
70119_1,Mettre téléphone,en zone dépose,ضع الهاتف فى,منطقة البدء,постави телефон,в зона на старт,将手机放在,启动区域,Umístit telefon,do určené zóny,Placer telefon i,Startzone,Telefon i.Start-,bereich ablegen,Βάλτε τηλέφωνο,στη ζώνη start,Put the phone,in start zone,Colocar teléfono,en zona dedicada,Poner teléfono,zona dedicada,Pane telefon,käivitusalasse,قرار دادن گوشی,در محدوده,Aseta puhelin,tunnistimelle,הנח את הטלפון,באיזור START,फोन स्टार्ट,ज़ोन में रखें,Staviti telefon,u start zonu,Telefont START,zónába helyezni,Menaruh telepon,in start zone,Mettere telefono,in zona rilascio,スタートゾーンに,キーが有りません,스마트폰,지역 이탈,Padėti telefoną,į starto zoną,Ielieciet tālr.,starta zonā,Plaats telefoon,in startzone,Legg telefon,i lade sonen,Umieść telefon,w strefie start,Colocar o telef.,na zona correta,Colocar tel. em,zona adequada,Amplasați tel.,în zona pornire,Поместите тел-н,в зону запуска,Umiestniť tel.,do určenej zóny,Dajte telefon v,začetno cono,Afroje telefonin,afër zonës,Stavite telefon,u start zonu,Placera telefon,i startzonen,Telefonu ilgili,alana yerleştir,Покладіть телеф,в зону запуску,để điện thoại,vào vùng start
70119_2,Téléphone hors,zone dépose,الهاتف خارج,منطقة التشغيل,телефон извън,старт зоната,手机不在,启动区域,Telefon mimo,zónu pro start,Telefon ude af,Startzone,Telefon außer-,halb Bereich,Τηλέφωνο εκτός,ζώνης απόθεσης,Phone out of,start zone,Teléfono fuera,de zona dedicada,Tel. fuera de,zona de inicio,Telefon ei ole,käivitusalas,گوشی خارج محدوده,,Puhelin,Ei alueella,טלפון מחוץ ל,אזור התנעה,फ़ोन स्टार्ट,जोन से बाहर,Mobitel izvan,zone za start,Telefon nincs,a zónában,Ponsel di luar,zona nyala,Telefono fuori,zona preposta,電話が,有効範囲にない,폰 이탈,작동 불가,Telefonas už,Užvedimo zonos,Tālrunis ārpus,iedarb. zonas,Telefoon buiten,startzone,Telefon utenfor,start sone,Telefon poza,strefą start,Telefone fora,na zona correta,Telefone fora,zona deteção,Telefon în afara,zonei de pornire,Телефон вне зоны,распознавания,Telefón mimo,zóny Štart,Telefon izven,območja za zagon,Telefoni jashtë,zonës,Telefon izvan,start-zone,Telefon utanför,startzon,Telefon ilgili,alan dışında,Телефон поза,зоною досяжності,Điện thoại ra khỏi,vùng xuất phát
70119_3,Batterie,téléphone faible,بطارية الهاتف,ضعيفة,нисък заряд на,батерия телефон,手机电量,低,Nízký stav,baterie telefonu,Lavt,telefonbatteri,Batterie Telefon,schwach,Χαμηλή μπαταρία,τηλεφώνου,Low,phone battery,Batería de,teléfono baja,Batería teléfono,baja,Tühi,telefoniaku,ضعیف,باطری گوشی,Puhelimen akun,varaus alhainen,סוללת הטלפון,חלשה,फोन बैटरी,कम है,Slaba baterija,na telefonu,Telefon akkuja,gyenge,Rendah,baterai telepon,Batteria,telefono debole,バッテリー,充電量低,스마트폰을,충전하십시오,Telef. baterija,Baigia išsikraut,Zema,tālr. baterija,Batterij,Telefoon zwak,Lavt nivå,telefon batteri,Słaby akumulator,w telefonie,Bateria do,telefone fraca,Bateria,telefone fraca,Baterie slabă,telefon,Низкий заряд,батареи телефона,Nízka úroveň,batérie telefón,Šibka telefonska,baterija,Bateria tel.,lidh mbushje,Telefon.baterija,slabo napunjena,Telefonbatteri,låg nivå,Telefon,batarya zayıf,Низький заряд,телефону,pin điện thoại,yếu
70119_4,Tél. hors zone,appui long START,هاتف خارج النطاق,START اضغط/ثبت,телеф.извън зона,нат./задр. START,未检测到手机,长按 START 钮,Tel. mimo zónu,přidržet START,Telefon ude zone,Tryk/hold START,Tel.auß.Bereich,lang.Druck START,Τηλ. εκτός ζώνης,πιέστε παρ.START,Phone out zone :,press/hold START,Teléf. no detec.,pres larga START,Teléf. lejos,pres/mant START,Ei leia telefoni,suru/hoia START,گوشی خارج محدوده,START فشار/ مکث,Puhelin ei tun.,Paina/pidä START,טלפון ללא שירות,לחץ/החזק START,फोन आउट ज़ोन,START दबाएँ,Telefon van zone,prit./drži START,Tel. zónán kívül,START hosszan,Telpon luar zona,tkn/tahan START,Tel. fuori zona,pres.lunga START,アウトゾーン,STARTボタンを押す,스마트폰지역이탈,START 길게누름,Tel. nev. zona,spau./laik START,Tālr. nav zonā:,ilgi turēt START,Tel buit. bereik,druk lang START,Tlf utenfor lade,press/hold START,Tel. poza strefą,niaciśnij START,Tel. fora área:,pressione START,Tel. fora zona,press.long.START,Tel. nelocalizat,apasă lung START,Тел-н вне зоны:,нажм/удерж START,Tel. mimo dosah,podržať ŠTART,Tel. izven cone,prit./drži START,Tel.jashtë zonës,shtyp/mbaj START,Telefon van zone,prit. dugo START,Ta fram telefon,Tryck/håll START,Telf. alan dışı,START uzun basın,Тел. поза зоною:,натис/утр START,đt ngoài vùng,ấn/giữ START
70119_5,Accès/Démarrage,par téléphone,الوصول/الدخول,عن طريق الهاتف,Достъп/Запалване,през телефона,进入/启动,通过电话,Přístup/Start,pomocí telefonu,Adgang/Start,via telefon,Zugang / Start,mit Telefon,Πρόσβαση/εκκίν.,μέσω τηλεφώνου,Access/Start,by phone,Acceso/arranque,por teléfono,Acceso/Inicio,por teléfono,Juurdepääs/start,telefoni teel,دسترسی / استارت,از طریق گوشی,Pääsy/Käynnistys,Puhelimella,פתיחה / הנעה,על ידי הטלפון,फोन द्वारा,प्रवेश/प्रारंभ,Pristup/Start,mobitelom,Nyitás/indítás,telefonnal,Akses/Nyala,dgn ponsel,Accesso/Avvio,per telefono,アクセス/スタート,by スマートフォン,모바일키 사용,,Prieiga / Start,telefonu,Piekļūt/sākt,ar tālruni,Toegang/Starten,via telefoon,Tilgang/start,med telefon,Dostęp/Start,przez telefon,Acessar/Iniciar,Por telefone,Acesso/Arranque,por telefone,Acces/Pornire,prin telefon,Доступ/Запуск,по смартфону,Prístup/Štart,cez telefón,Dostop/Začni,preko telefona,Qasja/ndezja,përmes telefonit,Pristup/Start,telefonom,Dörrlås/Start,via telefon,Telefonla Erişim,/Araç çalıştırma,Доступ/Пуск,за доп. телефону,Truy cập/Bắt đầu,bằng điện thoại
70207_2,Coffre ouvert,,صندوق السيارة,مفتوح,Отворен,багажник,行李箱,打开,Otevřený,zavazad. prostor,Bagagerum,åbent,Heckklappe,offen,Ανοιχτή πόρτα,χώρου αποσκευών,WARNING:,Boot Open,Maletero,abierto,Baúl,abierto,Pakiruum,avatud,گردگیر,باز است,Takaluukku,auki,תא מטען,פתוח,डिक्की,खुली,Prtljažnik,otvoren,Csomagtér,nyitva,SINYAL:,Boot Dibuka,Portellone,aperto,テールゲート,開,트렁크가,열려 있습니다,Bagažinė,atvira,Atvērts,bagāžnieks,Achterklep,open,Bakluke,Åpen,Otwarty,bagażnik,Porta-malas,aberto,Porta-bagagens,aberto,Portbagaj,deschis,Багажник,открыт,Otvorený batož.,priestor,Prtljažnik,odprt,PARALAJM,Kofanoja e hapur,Prtljažnik,otvoren,Bagageluckan,Öppen,Bagaj,açık,Багажник,відкрито,CẢNH BÁO:,Mở Cốp
